yr,fracfiling,ttwealth,ttdivw,ttintw,ttinttaxw,ttintexmw,ttschcpartw,ttscorw,ttrentw,ttmortw,ttrentmortw,ttrestw,ttpeniraw,ttpenw,fraceqpen,ttothdebt,ttcurrency,ttundtr_kg,ttundtr_div,ttundtr_int,ttundtr_bus,ttundtr_rent,ttfainc,ttfkcot,ttfkmik,ttfkprk,ttproptax_res,ttproptax_bus,ttfkinc,ttfkhou,ttfkhoumain,ttfkhourent,ttfkequ,ttfkfix,ttfkbus,ttfkpen,ttfkmor,ttfknmo,ttflinc,ttflemp,ttfllbu,ttflprl,ttsalestax,ttflwag,ttflsup,ttoacont,ttdicont,tthicont,ttuicont,ttsecont_oa,ttsecont_di,ttsecont_hi,ttptinc,ttplcon,ttinvincpen,ttpenben,ttuidiben,ttssben,ttuiben,ttssiben,ttsnapben,ttworkcompben,ttvetben,ttnonvetben,tttanfben,ttothben,ttmedicare,ttmedicaid,ttmedicaidenroll,ttothinkind,ttkindben,ttcolexp,tteducexp,ttnpishinc,ttgovint,tttax,ttben,ttprimsupgov,ttprisupss,ttprisupenprivate,payrolltaxer,pensioncont,healthcont,othbenefits,ttfedtax,ttstatetax,ttcred,ttestatetax,fracestp0p90,fracestp90p95,fracestp95p99,fracestp99p995,fracestp995p999,fracestp999p9999,fracesttop001,ttothcon,ttdiinc,ttdikin,ttninc,private_saving,piksaezden,piksaezwag,piksaezbus,piksaezint,piksaezdiv,piksaezren,piksaezdenKG,hwequ0,bond0,currency0,nonmort0,rental0,ownerhome0,ownermort0,hwbus0,hwpen0,flemp0,flmil0,fkhoumain0,fkhourent0,fkequ0,fkfix0,fkbus0,fkpen0,fkmor0,fknmo0,gdpdeflator,nideflator,cpipiksaez,pcedeflator,totadults20,adults65p,population,tottaxunits,minwage,paycap,ssrate,oarate,dirate,hirate,stdyr_s,stdyr_h,stdyr_m,snapded3,snapded4,snapded5,snapded6,snapdedkid,povcut1,povcut2,povcut3,povcut4,povcut5,povcut6,povcut7,povcut8,povcutadd,snapben1,snapben2,snapben3,snapben4,snapben5,snapben6,snapben7,snapben8,snapbenadd,snapbenmin,snapassn,snapasse,ssiress,ssiresc,ssicuts,ssicutc,snapparticip
1950,,895716.79,146685.81,159744.47,155803.15,3941.32,192736.50,0.00,100534.50,-41328.00,-13042.00,229925.00,0.00,75419.00,0.03,-25615.00,57614.50,181.05,359.70,49.83,60.21,60.21,272949.58,17728.00,12414.30,4008.23,2840.00,3460.00,73915.10,11846.65,7919.22,3927.43,39806.43,7784.69,15451.80,3022.69,-2657.52,-1339.63,199034.47,158269.00,28966.70,11798.77,15807.00,141124.15,17144.85,2600.00,0.00,0.00,1505.00,0.00,0.00,0.00,268633.13,7486.79,617.66,2261.00,1527.00,1306.00,1489.00,1504.00,0.00,142.00,7675.00,3067.00,551.00,870.00,0.00,0.00,0.00,362.00,362.00,39059.00,,654.42,6993.00,65054.00,50163.00,12578.00,1310.00,2388.79,3373.00,3381.79,810.00,9580.06,17432.00,1480.00,0.00,825.00,0.00000,0.00000,0.01881,0.06595,0.27132,0.33213,0.31179,1377.00,257847.13,218788.13,266611.00,0.088052,182539.36,140259.25,28632.21,1596.00,7037.71,5014.19,188313.36,0.163764,0.178343,0.064322,-0.028597,0.112239,0.256694,-0.046140,0.215176,0.084200,0.616386,0.112812,0.029013,0.014389,0.145838,0.028078,0.056610,0.011517,-0.009736,-0.004908,8.435285671,8.851225564,9.151328869,8.156388989,100224,,151684.00,62446.00,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,968573.05,166600.75,164960.30,160154.94,4805.36,208854.50,0.00,106265.00,-48521.00,-14970.50,257094.50,0.00,81401.00,0.03,-29207.50,61125.50,180.20,342.46,47.38,59.48,59.48,314343.15,22304.00,14165.40,4216.91,3199.00,3449.00,82753.46,13322.47,9217.21,4105.26,44980.25,8271.19,17276.20,3413.89,-3098.89,-1411.64,231589.69,185705.00,33052.60,12832.09,17049.00,162311.24,23393.76,3299.00,0.00,0.00,1756.00,0.00,0.00,0.00,308592.25,9254.05,736.85,3318.00,922.00,2239.00,886.00,1523.00,0.00,167.00,4581.00,2524.00,552.00,282.00,0.00,0.00,0.00,295.00,295.00,53722.00,,646.85,7354.00,80631.00,61122.00,16371.00,1930.00,3084.05,4095.00,4199.05,1057.00,14042.71,25375.00,1680.00,0.00,940.00,0.00000,0.00000,0.02163,0.07046,0.27198,0.33596,0.29997,1580.00,294138.25,240416.25,307636.00,0.084127,204931.02,161462.54,29628.78,1702.00,6921.14,5216.56,210812.02,0.172006,0.170313,0.063109,-0.030155,0.109713,0.265436,-0.050095,0.215631,0.084042,0.625426,0.111316,0.029322,0.013060,0.143093,0.025988,0.054960,0.011185,-0.009858,-0.004491,7.899539211,8.310778971,8.480858759,7.636478141,101452,,154287.00,63059.89,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,,1028380.11,174440.97,175579.15,168419.33,7159.82,219989.50,0.00,109598.00,-55104.00,-16898.50,282813.00,0.00,89352.00,0.04,-32714.50,64426.00,226.10,315.38,59.10,37.67,37.67,333253.64,19107.00,14385.00,4410.93,3584.00,4027.00,84275.57,15303.09,10914.82,4388.27,43582.71,8875.80,17804.75,3888.10,-3542.48,-1636.41,248978.07,201088.00,33565.00,14325.07,18736.00,176006.15,25081.85,3526.00,0.00,0.00,1645.00,206.00,0.00,0.00,327336.81,9984.68,932.14,3882.00,1118.00,2679.00,1075.00,1590.00,0.00,183.00,4322.00,2675.00,539.00,363.00,0.00,0.00,0.00,252.00,252.00,64963.00,,647.36,7785.00,85437.00,72212.00,9480.00,1623.00,3361.68,4143.00,4607.68,1184.00,15147.17,30167.00,1838.00,0.00,1055.00,0.00000,0.00000,0.02786,0.07453,0.27258,0.32938,0.29565,1546.00,319488.81,254525.81,326116.00,0.083266,218231.95,175255.37,29142.80,1847.00,6696.00,5290.78,223148.95,0.169627,0.170734,0.062648,-0.031812,0.106573,0.275008,-0.053583,0.213918,0.086886,0.640245,0.106868,0.032752,0.013168,0.130779,0.026244,0.053427,0.012057,-0.010630,-0.004910,7.731063,8.134824818,8.299507062,7.482936019,102626,,156954.00,63684.13,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,,1060790.08,171300.88,189731.71,179084.47,10647.24,219168.50,0.00,111270.50,-62177.00,-18481.00,304903.50,0.00,98146.50,0.05,-37715.50,66161.00,201.68,375.13,69.39,54.19,54.19,351371.55,19944.00,13997.70,4640.68,3892.00,4690.00,88100.93,17390.48,12634.54,4755.94,44645.00,9931.74,17780.48,4536.92,-3914.96,-2268.73,263270.62,215245.00,32661.30,15364.32,20005.00,189288.45,25956.55,3733.00,0.00,0.00,1649.00,219.00,0.00,0.00,345573.34,10630.00,1195.21,4894.00,1133.00,3524.00,1084.00,1662.00,0.00,191.00,4074.00,2685.00,545.00,287.00,0.00,0.00,0.00,228.00,228.00,70099.00,,739.45,8275.00,90026.00,77086.00,8253.00,993.00,3610.00,4209.00,5029.00,1380.00,15338.55,31306.00,1936.00,0.00,1148.00,0.00000,0.00000,0.03409,0.07860,0.27319,0.32280,0.29132,1504.00,338234.34,268135.34,343836.00,0.081632,231798.78,188597.59,29128.33,2043.00,6660.57,5369.28,235828.78,0.161484,0.178859,0.062370,-0.035554,0.104894,0.287431,-0.058614,0.206609,0.092522,0.650551,0.098715,0.035958,0.013535,0.127059,0.027548,0.050603,0.013630,-0.011142,-0.006457,7.633594625,8.029752703,8.23733847,7.385973743,103611,,159565.00,64273.15,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,1113590.60,191812.44,201447.16,188654.42,12792.74,219508.00,0.00,112516.50,-70647.00,-20162.00,326304.50,0.00,106179.50,0.06,-41386.50,67856.00,699.55,493.10,90.13,82.46,82.46,351784.08,17348.00,14051.70,4535.89,4198.00,5148.00,90177.67,19247.27,14235.04,5012.22,44112.06,10736.95,17841.21,5048.64,-4448.87,-2359.59,261606.41,214139.00,32787.30,14680.11,19216.00,187791.82,26347.18,4879.00,0.00,0.00,1497.00,223.00,0.00,0.00,346814.76,11675.00,1415.32,5737.00,2384.00,4259.00,2324.00,1665.00,0.00,194.00,4057.00,2656.00,573.00,224.00,0.00,0.00,0.00,168.00,168.00,67071.00,,835.92,8866.00,85307.00,73952.00,4489.00,16.00,3538.00,4612.00,5076.00,1518.00,15141.18,28068.00,2092.00,0.00,1163.00,0.00000,0.00000,0.04032,0.08267,0.27379,0.31622,0.28699,1475.00,342058.76,274987.76,343754.00,0.091043,232475.34,188030.28,30309.12,2370.00,7400.40,4365.54,239088.34,0.172247,0.180899,0.060934,-0.037165,0.101039,0.293020,-0.063441,0.197117,0.095349,0.644912,0.098744,0.040465,0.014248,0.125395,0.029875,0.050716,0.014998,-0.012647,-0.006708,7.556646232,7.942723371,8.196407596,7.324036857,104623,,162391.00,64928.23,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,,1196764.94,234368.62,214650.82,199588.41,15062.41,223912.50,0.00,114904.50,-81646.00,-22351.00,352468.50,0.00,115713.50,0.07,-47073.00,69465.50,1013.24,601.29,101.51,104.73,104.73,385278.41,21789.00,14748.00,5286.00,4637.00,5610.00,104562.41,20623.13,15446.82,5176.31,55567.78,11676.12,18599.17,5973.32,-5004.77,-2872.35,280716.00,230571.00,34412.00,15733.00,21019.00,202493.76,28077.24,5604.00,0.00,0.00,1683.00,298.00,0.00,0.00,378859.82,13506.84,1802.75,7230.00,1661.00,5596.00,1598.00,1670.00,0.00,193.00,4366.00,2791.00,613.00,315.00,0.00,0.00,0.00,157.00,157.00,68600.00,,955.59,9328.00,96258.00,75914.00,12904.00,391.00,4224.84,5174.00,5921.84,1770.00,15211.40,30470.00,2389.00,0.00,1253.00,0.00000,0.00000,0.04656,0.08673,0.27440,0.30965,0.28266,1506.00,366100.82,297500.82,376906.00,0.092121,250047.26,202756.23,32221.96,2584.00,8243.55,4241.53,259426.26,0.195835,0.179359,0.058044,-0.039334,0.096013,0.294518,-0.068222,0.187098,0.096689,0.633985,0.094620,0.040093,0.013435,0.144228,0.029506,0.048275,0.016304,-0.012990,-0.007455,7.45088384,7.833087138,8.227067475,7.295421556,105603,,165275.00,65589.45,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,1280379.16,265772.24,230884.42,213281.69,17602.73,235006.00,0.00,117310.00,-93340.50,-24620.50,380823.00,0.00,126092.50,0.08,-53128.00,70959.50,1018.30,673.58,105.98,121.18,121.18,409377.32,21591.00,15344.70,5504.00,5131.00,5580.00,107018.02,22048.22,16679.32,5368.90,55437.47,12941.55,19129.70,6632.71,-5783.01,-3388.63,302359.30,249275.00,35804.30,17280.00,22784.00,217573.02,31701.98,6020.00,0.00,0.00,2062.00,468.00,0.00,0.00,401892.43,15309.68,2128.20,8304.00,1649.00,6412.00,1575.00,1734.00,0.00,204.00,4329.00,2807.00,633.00,236.00,0.00,0.00,0.00,163.00,163.00,71034.00,,1065.68,10386.00,103268.00,78333.00,16642.00,563.00,4793.68,5668.00,6759.68,2136.00,17138.30,33913.00,2678.00,0.00,1604.00,0.00000,0.00000,0.05279,0.09080,0.27501,0.30307,0.27834,1437.00,385507.43,314473.43,400057.00,0.089988,269693.19,217863.85,35348.87,2872.00,9036.30,4572.16,278560.19,0.207573,0.180325,0.055421,-0.041494,0.091621,0.297430,-0.072901,0.183544,0.098481,0.645822,0.092762,0.040743,0.013115,0.135419,0.030701,0.046729,0.017114,-0.014126,-0.008278,7.20440455,7.598051497,8.105783925,7.153271664,106687,,168221.00,66257.21,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,,1335059.19,266459.17,248350.52,228747.45,19603.07,248766.50,0.00,118238.00,-103059.50,-26596.50,405712.50,0.00,135508.50,0.08,-56370.00,71453.50,764.03,697.41,120.47,141.33,141.33,429031.34,20880.00,15972.90,5715.92,5648.00,5829.00,110894.16,24180.82,18213.01,5967.81,55231.98,14288.34,19981.40,7427.10,-6761.07,-3454.41,318137.18,262576.00,37270.10,18291.08,24007.00,230221.90,32354.10,6608.29,679.71,0.00,2158.00,473.32,48.68,0.00,421281.64,17624.58,2470.12,10256.00,2089.00,8176.00,1948.00,1842.00,0.00,196.00,4473.00,3044.00,714.00,292.00,0.00,0.00,0.00,199.00,199.00,76933.00,,1133.66,11633.00,108450.00,84649.00,13385.00,-156.00,5435.58,6368.00,7656.58,2511.00,15818.52,35994.00,2892.00,0.00,1787.00,0.00000,0.00000,0.05902,0.09487,0.27561,0.29649,0.27401,1445.00,407448.64,330515.64,418532.00,0.087917,283500.41,230687.36,35377.31,3319.00,9580.20,4536.55,290399.41,0.199586,0.186022,0.053521,-0.042223,0.088564,0.303891,-0.077195,0.186334,0.101500,0.649355,0.092170,0.042451,0.013910,0.128736,0.032562,0.046573,0.018053,-0.015759,-0.008052,6.960935633,7.34878616,7.826937265,6.942341859,107748,,171274.00,66947.45,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,1411351.30,289574.31,265511.49,244750.96,20760.53,261729.50,0.00,118495.00,-112275.50,-28892.00,427801.00,0.00,146767.00,0.09,-58632.50,72381.00,906.10,762.02,143.42,171.83,171.83,431616.15,18440.00,16602.30,5567.14,6203.00,6193.00,109818.59,26477.03,19862.34,6614.69,50374.19,15223.21,20729.45,8057.04,-7692.19,-3350.14,321797.56,264670.00,38738.70,18388.86,23956.00,230169.22,34500.78,6419.39,819.61,0.00,2181.00,515.22,65.78,0.00,427056.28,17881.37,2828.50,11553.00,4597.00,9418.00,4244.00,1907.00,0.00,217.00,4566.00,3342.00,836.00,382.00,0.00,0.00,0.00,257.00,257.00,81516.00,,1109.85,11970.00,106419.00,89681.00,2677.00,-3661.00,5392.37,6349.00,7880.37,2785.00,17486.42,35485.00,3063.00,0.00,1695.00,0.00000,0.00000,0.07066,0.09604,0.27824,0.29553,0.25952,1383.00,420319.28,338803.28,420756.00,0.092643,284837.66,230814.99,36690.39,3659.00,9178.05,4495.22,293414.66,0.205175,0.188126,0.051285,-0.041544,0.083959,0.303114,-0.079552,0.185446,0.103990,0.650372,0.095192,0.046019,0.015325,0.116711,0.034709,0.048028,0.019228,-0.017822,-0.007762,6.802800914,7.169756512,7.619062488,6.781923289,108710,,174141.00,67546.01,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,1508399.66,338438.78,283303.38,260620.05,22683.33,269964.00,0.00,117979.50,-123638.00,-32553.00,451043.50,0.00,160235.50,0.11,-63581.50,74654.50,1307.67,841.94,173.13,187.08,187.08,471393.88,22816.00,16501.80,6622.14,6583.00,7171.00,126897.83,29381.40,21863.26,7518.15,62792.88,16541.59,20897.61,9567.88,-8619.95,-3663.59,344496.06,285829.00,38504.20,20162.86,26785.00,249826.09,36002.91,8129.43,899.57,0.00,2745.00,531.22,58.78,0.00,463400.62,21325.47,3547.79,13457.00,3423.00,11245.00,2853.00,1921.00,0.00,211.00,4492.00,3615.00,934.00,549.00,0.00,0.00,0.00,775.00,775.00,82594.00,14000.00,1175.12,13795.00,121282.00,91476.00,15771.00,-1734.00,6179.47,7854.00,8961.47,3050.00,16137.44,38466.00,3823.00,0.00,1805.00,0.00000,0.00000,0.08230,0.09721,0.28088,0.29457,0.24504,1469.00,445958.62,363364.62,458774.00,0.091456,306744.53,250619.31,37392.64,4395.00,9823.80,4513.77,319177.53,0.224369,0.187817,0.049493,-0.042152,0.078215,0.299021,-0.081966,0.178974,0.106229,0.644043,0.086759,0.046380,0.015949,0.133207,0.034559,0.044332,0.020829,-0.018286,-0.007772,6.714512064,7.077131108,7.566697797,6.68233066,110223,,177130.00,68143.85,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,0.8886,1569540.15,354358.69,303022.45,277610.00,25412.45,272429.50,0.00,121157.50,-135738.50,-36771.00,475272.00,0.00,173019.00,0.12,-70557.00,76576.50,1051.45,850.91,189.83,186.26,186.26,491598.48,21885.00,16326.30,6963.92,7293.00,7799.00,130408.70,32255.58,24111.40,8144.18,61802.70,18307.66,20920.65,10703.39,-9564.92,-4016.36,361189.78,301283.00,38094.70,21812.08,28776.00,260728.59,40554.41,10224.62,950.38,0.00,3011.00,639.55,59.45,0.00,481519.52,24451.05,4123.91,14711.00,3785.00,12332.00,3079.00,1947.00,0.00,485.00,4488.00,3986.00,991.00,563.00,0.00,0.00,0.00,872.00,872.00,84517.00,15700.00,1015.52,13716.00,130507.00,93863.00,21316.00,-526.00,6481.05,9250.00,9566.05,3391.00,18347.36,41838.00,4230.00,0.00,2242.00,0.00000,0.00000,0.09395,0.09838,0.28351,0.29362,0.23055,1559.00,459760.52,375243.52,478898.00,0.096004,318030.14,261684.59,37257.04,5057.00,10006.50,4025.00,328547.14,0.225772,0.193064,0.048789,-0.044954,0.077193,0.302810,-0.086483,0.173573,0.110235,0.652253,0.082472,0.049047,0.016567,0.125718,0.036803,0.042556,0.022211,-0.019457,-0.008170,6.623704514,6.973659062,7.438881956,6.57442682,111314,16675,180760.00,68681.00,1.00,4800,0.06,0.0550,0.0050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,0.8786,1665718.97,394029.22,324212.75,297037.40,27175.35,278815.00,0.00,128353.50,-147702.50,-41610.00,498975.50,0.00,187447.50,0.14,-75699.00,77287.00,1561.59,916.47,207.38,183.96,183.96,509082.91,22203.00,17145.30,7265.85,8062.00,7504.00,136195.06,34717.74,26065.02,8652.72,63302.69,19387.26,21504.34,11809.37,-10468.81,-4057.53,372887.85,310422.00,40005.70,22460.15,29726.00,270159.64,40262.36,10351.83,952.17,0.00,3286.00,755.51,69.49,0.00,500535.89,25475.89,4779.13,16260.00,5448.00,13903.00,4401.00,1906.00,7.00,523.00,4853.00,4229.00,1146.00,647.00,0.00,0.00,0.00,1100.00,1100.00,89340.00,17300.00,1071.09,14115.00,134260.00,99522.00,16555.00,-2889.00,6656.89,9611.00,10060.89,3766.00,16824.46,42694.00,4556.00,0.00,2509.00,0.00000,0.00000,0.10559,0.09955,0.28614,0.29266,0.21607,1591.00,481212.89,391872.89,496039.00,0.103709,331239.30,271435.64,39764.16,5683.00,10384.50,3972.00,346390.30,0.236552,0.194638,0.046399,-0.045445,0.077056,0.299556,-0.088672,0.167384,0.112532,0.648849,0.083621,0.051200,0.016997,0.124347,0.037804,0.042241,0.023476,-0.020564,-0.007970,6.553977162,6.889858788,7.364244345,6.506881339,112450,17089,183742.00,69997.28,1.15,4800,0.06,0.0549,0.0051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,0.8801,1758523.37,426634.37,350146.00,322518.76,27627.23,288988.50,0.00,135328.00,-161167.00,-47484.50,522108.00,0.00,200987.50,0.15,-81614.50,77112.50,1350.65,902.79,206.84,166.70,166.70,548262.96,23296.00,17806.80,8023.36,8746.00,7939.00,150713.13,37516.65,28384.21,9132.43,72071.06,21287.00,22275.08,13462.34,-11596.23,-4302.77,397549.84,332202.00,41549.20,23798.64,31822.00,286598.81,45603.19,11327.45,982.55,0.00,4340.00,774.79,67.21,0.00,536995.26,28249.47,5622.23,18132.00,4472.00,15686.00,3182.00,1931.00,14.00,550.00,4573.00,4303.00,1288.00,520.00,0.00,0.00,0.00,1443.00,1443.00,97690.00,18900.00,1178.04,15495.00,145113.00,108009.00,18281.00,-1376.00,7021.47,11182.00,10757.47,4212.00,19451.72,46529.00,5026.00,0.00,2638.00,0.00000,0.00000,0.11723,0.10072,0.28877,0.29170,0.20158,1625.00,517383.26,419693.26,533946.00,0.103765,353004.53,288755.00,41611.04,7165.35,11351.18,4121.96,364330.53,0.242609,0.199114,0.043851,-0.046411,0.076955,0.296901,-0.091649,0.164336,0.114293,0.644499,0.080609,0.051771,0.016657,0.131453,0.038674,0.040628,0.024707,-0.021151,-0.007848,6.475032141,6.800517576,7.291089599,6.43152996,113754,17457,186590.00,71254.49,1.15,4800,0.0625,0.0575,0.0050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,0.8824,1818577.13,433732.54,378309.59,350865.41,27444.18,298811.00,0.00,136847.50,-176706.50,-53835.00,543205.00,0.00,215364.00,0.15,-90634.00,79648.00,1353.85,1022.27,241.46,195.28,195.28,580883.76,25491.00,18286.80,8720.57,9627.00,8384.00,162572.14,40122.46,30345.25,9777.20,78646.70,23441.67,23003.68,15142.15,-12743.31,-5041.21,418311.63,350408.00,42669.20,25234.43,33955.00,302737.47,47670.53,13748.87,1039.13,0.00,4280.00,821.88,62.12,0.00,566736.12,31634.11,6483.54,19470.00,4500.00,16726.00,3061.00,2013.00,26.00,578.00,4750.00,4467.00,1356.00,494.00,0.00,0.00,0.00,1679.00,1679.00,102755.00,20700.00,1305.24,16805.00,156563.00,113651.00,23143.00,165.00,7499.11,12405.00,11682.11,4577.00,19006.42,49138.00,5414.00,0.00,2885.00,0.00000,0.00000,0.12887,0.10189,0.29140,0.29074,0.18709,1717.00,543776.12,441021.12,565384.00,0.108713,372880.65,305379.09,42010.65,9227.60,12220.47,4042.84,385710.65,0.238501,0.208025,0.043797,-0.049838,0.075250,0.298698,-0.097167,0.164310,0.118424,0.641958,0.078171,0.052240,0.016832,0.135391,0.040110,0.039601,0.026313,-0.021938,-0.008679,6.401683049,6.717131359,7.195781239,6.355665082,115096,17778,189300.00,72464.47,1.25,4800,0.0725,0.0674,0.0051,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,0.8875,1929331.24,483081.89,408161.35,379543.44,28617.91,310697.00,0.00,137611.50,-193720.50,-60532.50,566539.00,0.00,235211.00,0.17,-101708.50,83458.50,0.00,0.00,0.00,0.00,0.00,623195.25,26573.00,19252.80,9429.35,10501.00,8457.00,175278.40,42335.57,32037.42,10298.15,85204.69,26224.15,23911.21,17363.91,-14008.03,-5753.11,447916.85,375975.00,44923.20,27018.65,36448.00,327276.20,48698.80,14462.23,1063.77,0.00,4038.00,938.01,68.99,0.00,606587.67,33930.58,7759.00,20748.00,4334.00,17569.00,2776.00,2051.00,28.00,597.00,4632.00,4692.00,1500.00,516.00,0.00,0.00,0.00,2018.00,2018.00,108372.00,22800.00,1290.75,17444.00,159739.00,119714.00,19704.00,226.00,8622.58,12631.00,13359.58,5208.00,17500.22,45985.00,6084.00,0.00,3305.00,0.00000,0.00090,0.13909,0.10564,0.28671,0.28430,0.18336,1815.00,587133.67,478761.67,607042.00,0.115667,402491.46,330525.17,45798.29,10144.95,12705.53,3317.52,418457.46,0.250388,0.211556,0.043258,-0.052717,0.071326,0.293645,-0.100408,0.161039,0.121913,0.642030,0.076713,0.051408,0.016525,0.136722,0.041892,0.038369,0.028051,-0.022478,-0.009232,6.305709087,6.609211133,7.102932448,6.26485411,116796,18127,191927.00,73659.62,1.25,4800,0.0725,0.0675,0.0050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,0.9040,2080571.01,553992.48,440797.53,410300.53,30497.00,329241.50,0.00,142355.00,-210892.00,-67369.50,592711.50,0.00,256849.00,0.19,-112701.50,88217.50,0.00,0.00,0.00,0.00,0.00,676320.06,29768.00,20807.10,10160.84,11429.00,8751.00,194206.00,44879.06,34039.62,10839.45,97059.11,28828.25,25475.60,19701.04,-15267.36,-6469.69,482114.06,405415.00,48549.90,28149.16,38310.00,351163.37,54251.63,15330.89,1137.11,0.00,3970.00,950.50,70.50,0.00,658211.75,36210.58,9161.73,23065.00,4199.00,19711.00,2365.00,2098.00,45.00,686.00,4849.00,5003.00,1650.00,524.00,0.00,0.00,0.00,2462.00,2462.00,116190.00,25300.00,1398.94,18906.00,172946.00,128504.00,22390.00,-617.00,9563.58,13093.00,14751.58,5912.00,20495.05,51068.00,6596.00,0.00,3608.00,0.00000,0.00180,0.14930,0.10939,0.28202,0.27786,0.17963,1957.00,635228.75,519038.75,658813.00,0.116912,432178.63,354968.26,48928.73,11317.29,13817.43,3146.92,452695.63,0.266269,0.211864,0.042401,-0.054169,0.068421,0.284879,-0.101363,0.158246,0.123451,0.636612,0.076237,0.050331,0.016027,0.143511,0.042451,0.037668,0.029304,-0.022574,-0.009566,6.192322544,6.485261795,6.990187489,6.175897183,118275,18451,194347.00,74772.26,1.25,4800,0.0725,0.0675,0.0050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,0.9252,2179975.90,546779.36,475681.86,442522.69,33159.17,351252.00,8972.19,150538.50,-226095.50,-74107.00,627286.00,0.00,275465.00,0.19,-122421.50,92518.00,1575.03,1368.18,390.35,283.20,283.20,736576.75,32232.00,22315.80,10133.94,12314.00,8272.00,206327.49,47295.29,36160.52,11134.78,101738.18,31624.36,26921.61,21972.19,-16339.66,-6884.48,530249.26,449249.00,52070.20,28930.06,39064.00,383649.47,65599.53,19909.37,1940.63,2041.00,3931.00,892.54,87.00,92.46,712110.89,43571.96,10452.90,25595.00,3964.00,21520.00,1913.00,2201.00,84.00,714.00,4822.00,5407.00,1854.00,554.00,1008.00,1881.00,4.00,1441.00,4330.00,131877.00,29000.00,1670.25,20149.00,193482.00,146436.00,23637.00,3327.54,10685.42,16846.00,16811.42,6434.00,25508.11,58602.00,7776.00,0.00,3886.00,0.00000,0.00270,0.15952,0.11314,0.27732,0.27141,0.17590,4575.46,691825.44,559948.44,718098.00,0.117125,470773.92,388223.79,50078.86,13248.92,14823.37,4398.97,490886.92,0.254935,0.218205,0.042440,-0.056157,0.069055,0.287749,-0.103715,0.161127,0.126361,0.645112,0.074772,0.049093,0.015117,0.138123,0.042900,0.036550,0.029865,-0.022183,-0.009347,6.023425635,6.303145477,6.796015614,6.023723956,119724,18755,196599.00,75831.17,1.25,6600,0.077,0.0702,0.0068,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,0.9323,2322290.10,578716.38,515030.40,481152.61,33877.79,371398.00,9527.82,159473.00,-239358.00,-81268.00,667334.00,0.00,297108.50,0.20,-135544.00,98604.00,2337.64,1516.14,483.82,317.12,317.12,778154.51,30992.00,22800.30,10331.37,13775.00,9378.00,212244.18,50384.32,38411.48,11972.85,100102.84,34598.77,27812.83,23750.20,-17279.15,-7125.64,565910.33,481790.00,53200.70,30919.63,41251.00,413688.81,68101.19,21353.32,2109.68,3092.00,3522.00,1441.33,142.40,211.26,751463.95,47333.16,11573.40,27744.00,4472.00,23011.00,2237.00,2360.00,139.00,821.00,5547.00,6229.00,2256.00,653.00,4699.00,2720.00,6.50,1899.00,9318.00,149349.00,32700.00,1779.49,21495.00,207202.00,170443.00,11546.00,3320.74,11796.42,18019.00,18764.42,6892.00,24425.77,64386.00,8575.00,0.00,3978.00,0.00000,0.00360,0.16974,0.11690,0.27263,0.26497,0.17217,6298.26,743273.69,593924.69,758439.00,0.112987,503805.17,418993.86,50338.99,14923.44,15316.97,4231.91,531405.17,0.253303,0.221777,0.042460,-0.058367,0.068671,0.287360,-0.103070,0.159927,0.127938,0.654928,0.072319,0.049362,0.015386,0.128641,0.044701,0.035742,0.030283,-0.022205,-0.009157,5.853841806,6.122836386,6.592542093,5.875998752,121143,19071,198752.00,76855.77,1.40,6600,0.078,0.0710,0.0070,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
